text,label,cleaned_text,processed_text
That the film opens with maggots crawling on a dead dog is not an out of place metaphor .,1,that the film opens with maggots crawling on a dead dog is not an out of place metaphor,film opens maggots crawling dead dog place metaphor
Offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a Hollywood film .,1,offers a cleareyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film,offers cleareyed chronicle female friendship complex honest anything represented hollywood film
"Even though many of these guys are less than adorable -LRB- their lamentations are pretty much self-centered -RRB- , there 's something vital about the movie .",1,even though many of these guys are less than adorable lrb their lamentations are pretty much selfcentered rrb there s something vital about the movie,even though many guys less adorable lrb lamentations pretty much selfcentered rrb something vital movie
"A few hours after you 've seen it , you forget you 've been to the movies .",2,a few hours after you ve seen it you forget you ve been to the movies,hours seen forget movies
"Watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .",2,watching this gentle mesmerizing portrait of a man coming to terms with time you barely realize your mind is being blown,watching gentle mesmerizing portrait man coming terms time barely realize mind blown
The acting is n't much better .,1,the acting is nt much better,acting nt much better
Far away .,1,far away,far away
Highly uneven and inconsistent ... Margarita Happy Hour kinda resembles the el cheapo margaritas served within .,1,highly uneven and inconsistent margarita happy hour kinda resembles the el cheapo margaritas served within,highly uneven inconsistent margarita happy hour kinda resembles el cheapo margaritas served within
"Mr. Deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy .",1,mr deeds is sure to give you a lot of laughs in this simple sweet and romantic comedy,mr deeds sure give lot laughs simple sweet romantic comedy
"And Lee seems just as expectant of an adoring , wide-smiling reception .",1,and lee seems just as expectant of an adoring widesmiling reception,lee seems expectant adoring widesmiling reception
A word of advice to the makers of The Singles Ward : Celebrity cameos do not automatically equal laughs .,1,a word of advice to the makers of the singles ward celebrity cameos do not automatically equal laughs,word advice makers singles ward celebrity cameos automatically equal laughs
"It 's a lovely , eerie film that casts an odd , rapt spell .",2,it s a lovely eerie film that casts an odd rapt spell,lovely eerie film casts odd rapt spell
"In exactly 89 minutes , most of which passed as slowly as if I 'd been sitting naked on an igloo , Formula 51 sank from quirky to jerky to utter turkey .",0,in exactly minutes most of which passed as slowly as if i d been sitting naked on an igloo formula sank from quirky to jerky to utter turkey,exactly minutes passed slowly sitting naked igloo formula sank quirky jerky utter turkey
-- but it makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .,1,but it makes for one of the most purely enjoyable and satisfying evenings at the movies i ve had in a while,makes one purely enjoyable satisfying evenings movies
"Implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most American of businesses , and for that reason it may be the most oddly honest Hollywood document of all .",0,implicitly acknowledges and celebrates the glorious chicanery and selfdelusion of this most american of businesses and for that reason it may be the most oddly honest hollywood document of all,implicitly acknowledges celebrates glorious chicanery selfdelusion american businesses reason may oddly honest hollywood document
